Virus,Host
49624--k141_92413||full.fasta,concatenated_49628-contigs.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49625_12.fasta
49624--k141_92413||full.fasta,concatenated_49624-contigs.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49624_51.1.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49628_63.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49624_34.fasta
49624--k141_92413||full.fasta,concatenated_49627-contigs.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49625_6.fasta
49624--k141_92413||full.fasta,concatenated_49626-contigs.fasta
49624--k141_92413||full.fasta,concatenated_49625-contigs.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49628_20.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49628_55.fasta
49624--k141_92413||full.fasta,concatenated_49629-contigs.fasta
49624--k141_92413||full.fasta,concatenated_Sample_49624_8.fasta
49624--k141_92413||full.fasta,concatenated_49631-contigs.fasta
49641--k141_65777||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_65777||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_65777||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_98966||full.fasta,concatenated_Sample_49625_6.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49624_12.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49624_46.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49628_11.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49624_47.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49628_vRhyme_bin_29.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_49625-contigs.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_258.fasta,concatenated_Sample_49632_27.fasta
49631--k141_61358||full.fasta,concatenated_49633-contigs.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_61358||full.fasta,concatenated_49624-contigs.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_61358||full.fasta,concatenated_49627-contigs.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_61358||full.fasta,concatenated_49629-contigs.fasta
49631--k141_61358||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_61358||full.fasta,concatenated_49631-contigs.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49632_12.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49625_12.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49628_63.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_34.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_49625-contigs.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49628_20.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49624_23.fasta
concatenated_49641_vRhyme_bin_120.fasta,concatenated_Sample_49632_27.fasta
49641--k141_211409_1.fasta,concatenated_Sample_49624_47.fasta
49641--k141_211409_1.fasta,concatenated_Sample_49625_6.fasta
49641--k141_211409_1.fasta,concatenated_Sample_49624_8.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_50800||full.fasta,concatenated_49633-contigs.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49624_12.fasta
49627--k141_50800||full.fasta,concatenated_49628-contigs.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49628_11.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49625_12.fasta
49627--k141_50800||full.fasta,concatenated_49624-contigs.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49624_47.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49624_51.1.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49624_34.fasta
49627--k141_50800||full.fasta,concatenated_49627-contigs.fasta
49627--k141_50800||full.fasta,concatenated_Sample_49625_6.fasta
49627--k141_50800||full.fasta,concatenated_49626-contigs.fasta
49627--k141_50800||full.fasta,concatenated_49631-contigs.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_45938||full.fasta,concatenated_49628-contigs.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_34.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49628_20.fasta
49631--k141_45938||full.fasta,concatenated_49629-contigs.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_23.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_45938||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_45938||full.fasta,concatenated_49631-contigs.fasta
49631--k141_136150||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_136150||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_136150||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_136150||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_136150||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_330.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_330.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_195673||full.fasta,concatenated_49633-contigs.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_195673||full.fasta,concatenated_49625-contigs.fasta
49641--k141_195673||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_198171||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_198171||full.fasta,concatenated_Sample_49624_8.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49624_12.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49624_46.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49628_11.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49624_47.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49624_51.1.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49625_6.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49624_8.fasta
49627--k141_37059||full.fasta,concatenated_Sample_49632_27.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_49633-contigs.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_49626-contigs.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49624_23.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_Sample_49632_27.fasta
concatenated_49627_vRhyme_bin_94.fasta,concatenated_49631-contigs.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_16385||full.fasta,concatenated_49625-contigs.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49624_23.fasta
49641--k141_16385||full.fasta,concatenated_Sample_49624_8.fasta
49627--k141_29120||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_29120||full.fasta,concatenated_Sample_49624_12.fasta
49627--k141_29120||full.fasta,concatenated_Sample_49628_11.fasta
49627--k141_29120||full.fasta,concatenated_Sample_49625_6.fasta
49627--k141_29120||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_49633-contigs.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_49624-contigs.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_47.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_34.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49625_6.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_49629-contigs.fasta
concatenated_49627_vRhyme_bin_123.fasta,concatenated_Sample_49624_8.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49624_12.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49628-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49628_11.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49624-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49624_47.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49624_34.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49627-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49626-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49625-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49628_20.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49629-contigs.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_Sample_49632_27.fasta
concatenated_49631_vRhyme_bin_133.fasta,concatenated_49631-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_3213||full.fasta,concatenated_49633-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_3213||full.fasta,concatenated_49628-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_3213||full.fasta,concatenated_49624-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_34.fasta
49641--k141_3213||full.fasta,concatenated_49627-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_3213||full.fasta,concatenated_49626-contigs.fasta
49641--k141_3213||full.fasta,concatenated_49625-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49628_20.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_3213||full.fasta,concatenated_49629-contigs.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_3213||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_3213||full.fasta,concatenated_49631-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_85820||full.fasta,concatenated_49633-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_85820||full.fasta,concatenated_49628-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_85820||full.fasta,concatenated_49624-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_85820||full.fasta,concatenated_49627-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_85820||full.fasta,concatenated_49626-contigs.fasta
49641--k141_85820||full.fasta,concatenated_49629-contigs.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49624_23.fasta
49641--k141_85820||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_85820||full.fasta,concatenated_49631-contigs.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_49633-contigs.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_49628-contigs.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_49629-contigs.fasta
concatenated_49641_vRhyme_bin_112.fasta,concatenated_Sample_49624_8.fasta
concatenated_49627_vRhyme_bin_142.fasta,concatenated_Sample_49632_12.fasta
concatenated_49627_vRhyme_bin_142.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_142.fasta,concatenated_Sample_49628_63.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49633-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49624_12.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49628-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49628_11.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49624-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49624_47.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49627-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49625_6.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49626-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49629-contigs.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_Sample_49624_8.fasta
concatenated_49631_vRhyme_bin_235.fasta,concatenated_49631-contigs.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_36231||full.fasta,concatenated_49628-contigs.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_36231||full.fasta,concatenated_49624-contigs.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_36231||full.fasta,concatenated_49627-contigs.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_36231||full.fasta,concatenated_49626-contigs.fasta
49631--k141_36231||full.fasta,concatenated_49629-contigs.fasta
49631--k141_36231||full.fasta,concatenated_Sample_49624_23.fasta
49631--k141_36231||full.fasta,concatenated_49631-contigs.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49624_23.fasta
49641--k141_209117||full.fasta,concatenated_Sample_49632_27.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_169274||full.fasta,concatenated_49633-contigs.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49624_46.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49624_47.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_169274||full.fasta,concatenated_49629-contigs.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_169274||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_112084||full.fasta,concatenated_Sample_49632_12.fasta
49631--k141_112084||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_112084||full.fasta,concatenated_Sample_49624_12.fasta
